EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
444376,CLAY CO.,BURNING SPGS,5/21/2013,1630,Thunderstorm Wind,55, ,0,0,0,0,KY,EST-5,EG,73467,C,51,JKL,0,0,Trained Spotter, , , ,2,SW,2,SW,BURNING SPGS,5/21/2013,1630,37.2295,-83.8257,37.2295,-83.8257,Multiple trees were blown down with evidence of hail damage also seen on Upper Rader Road. Several trees were uprooted and the top was blown out of a tree on Urban Creek Road.,"During the late afternoon and evening hours on May 21, widespread strong to severe thunderstorms erupted across eastern Kentucky. The storms formed in a warm and moist air mass ahead of an approaching cold front that was moving out of the central and southern Plains. The storms produced damaging wind gusts along outflow boundaries that moved along the surface out ahead of the storms themselves.",143
444377,BELL CO.,FOURMILE,5/21/2013,1630,Thunderstorm Wind,50, ,0,0,0,0,KY,EST-5,EG,73467,C,13,JKL,0,0,Emergency Manager, , , ,0,N,0,N,FOURMILE,5/21/2013,1630,36.8,-83.73,36.8,-83.73,Trees were blown down and onto power lines near Lone Jack School.,"During the late afternoon and evening hours on May 21, widespread strong to severe thunderstorms erupted across eastern Kentucky. The storms formed in a warm and moist air mass ahead of an approaching cold front that was moving out of the central and southern Plains. The storms produced damaging wind gusts along outflow boundaries that moved along the surface out ahead of the storms themselves.",144
444378,OWSLEY CO.,LEROSE,5/21/2013,1638,Thunderstorm Wind,50, ,0,0,0,0,KY,EST-5,EG,73467,C,189,JKL,0,0,Emergency Manager, , , ,2,SE,2,SE,LEROSE,5/21/2013,1638,37.4595,-83.5942,37.4595,-83.5942,Trees were blown down on Hwy 30 in the Split Poplar community.,"During the late afternoon and evening hours on May 21, widespread strong to severe thunderstorms erupted across eastern Kentucky. The storms formed in a warm and moist air mass ahead of an approaching cold front that was moving out of the central and southern Plains. The storms produced damaging wind gusts along outflow boundaries that moved along the surface out ahead of the storms themselves.",145
444379,OWSLEY CO.,ARNETT,5/21/2013,1640,Thunderstorm Wind,50, ,0,0,0,0,KY,EST-5,EG,73467,C,189,JKL,0,0,Public, , , ,0,SSW,0,SSW,ARNETT,5/21/2013,1640,37.4134,-83.5725,37.4134,-83.5725,A large tree was blown down on Hwy 28.,"During the late afternoon and evening hours on May 21, widespread strong to severe thunderstorms erupted across eastern Kentucky. The storms formed in a warm and moist air mass ahead of an approaching cold front that was moving out of the central and southern Plains. The storms produced damaging wind gusts along outflow boundaries that moved along the surface out ahead of the storms themselves.",146
444380,OWSLEY CO.,TRAVELLERS REST,5/21/2013,1645,Thunderstorm Wind,50, ,0,0,0,0,KY,EST-5,EG,73467,C,189,JKL,0,0,Department of Highways, , , ,0,N,0,N,TRAVELLERS REST,5/21/2013,1645,37.45,-83.8,37.45,-83.8,A tree was blown down on Hwy 30.,"During the late afternoon and evening hours on May 21, widespread strong to severe thunderstorms erupted across eastern Kentucky. The storms formed in a warm and moist air mass ahead of an approaching cold front that was moving out of the central and southern Plains. The storms produced damaging wind gusts along outflow boundaries that moved along the surface out ahead of the storms themselves.",147
444381,HARLAN CO.,HARLAN,5/21/2013,1705,Thunderstorm Wind,50, ,0,0,0,0,KY,EST-5,EG,73467,C,95,JKL,0,0,911 Call Center, , , ,0,N,0,N,HARLAN,5/21/2013,1705,36.85,-83.32,36.85,-83.32,A tree was blown down on US Hwy 421.,"During the late afternoon and evening hours on May 21, widespread strong to severe thunderstorms erupted across eastern Kentucky. The storms formed in a warm and moist air mass ahead of an approaching cold front that was moving out of the central and southern Plains. The storms produced damaging wind gusts along outflow boundaries that moved along the surface out ahead of the storms themselves.",148
444383,HARLAN CO.,BAXTER,5/21/2013,1705,Thunderstorm Wind,55, ,0,0,0,0,KY,EST-5,EG,73467,C,95,JKL,0,0,COOP Observer, , , ,0,N,0,N,BAXTER,5/21/2013,1705,36.85,-83.33,36.85,-83.33,Trees were blown down and power outages were occurring on US Hwy 421.,"During the late afternoon and evening hours on May 21, widespread strong to severe thunderstorms erupted across eastern Kentucky. The storms formed in a warm and moist air mass ahead of an approaching cold front that was moving out of the central and southern Plains. The storms produced damaging wind gusts along outflow boundaries that moved along the surface out ahead of the storms themselves.",149
444382,MENIFEE CO.,FRENCHBURG,5/21/2013,1705,Thunderstorm Wind,60, ,0,0,0,0,KY,EST-5,EG,73467,C,165,JKL,0,0,911 Call Center, , , ,0,N,0,N,FRENCHBURG,5/21/2013,1705,37.95,-83.63,37.95,-83.63,Numerous trees were blown down in Frenchburg and around the county.,"During the late afternoon and evening hours on May 21, widespread strong to severe thunderstorms erupted across eastern Kentucky. The storms formed in a warm and moist air mass ahead of an approaching cold front that was moving out of the central and southern Plains. The storms produced damaging wind gusts along outflow boundaries that moved along the surface out ahead of the storms themselves.",150
444384,BREATHITT CO.,JACKSON,5/21/2013,1708,Thunderstorm Wind,50, ,0,0,1000,0,KY,EST-5,EG,73467,C,25,JKL,0,0,NWS Employee, , , ,3,NE,3,NE,JACKSON,5/21/2013,1708,37.5807,-83.3413,37.5807,-83.3413,A tree was blown down 1 mile north of Hwy 30 on Airport Rd.,"During the late afternoon and evening hours on May 21, widespread strong to severe thunderstorms erupted across eastern Kentucky. The storms formed in a warm and moist air mass ahead of an approaching cold front that was moving out of the central and southern Plains. The storms produced damaging wind gusts along outflow boundaries that moved along the surface out ahead of the storms themselves.",151
444385,HARLAN CO.,EVARTS,5/21/2013,1712,Thunderstorm Wind,50, ,0,0,0,0,KY,EST-5,EG,73467,C,95,JKL,0,0,911 Call Center, , , ,0,N,0,N,EVARTS,5/21/2013,1712,36.87,-83.2,36.87,-83.2,Two trees were blown down on KY 38.,"During the late afternoon and evening hours on May 21, widespread strong to severe thunderstorms erupted across eastern Kentucky. The storms formed in a warm and moist air mass ahead of an approaching cold front that was moving out of the central and southern Plains. The storms produced damaging wind gusts along outflow boundaries that moved along the surface out ahead of the storms themselves.",152
444386,PERRY CO.,DICE,5/21/2013,1715,Thunderstorm Wind,55, ,0,0,0,0,KY,EST-5,EG,73467,C,193,JKL,0,0,Amateur Radio, , , ,2,NW,2,NW,DICE,5/21/2013,1715,37.3905,-83.2558,37.3905,-83.2558,Roof damage occurred to homes near the airport.,"During the late afternoon and evening hours on May 21, widespread strong to severe thunderstorms erupted across eastern Kentucky. The storms formed in a warm and moist air mass ahead of an approaching cold front that was moving out of the central and southern Plains. The storms produced damaging wind gusts along outflow boundaries that moved along the surface out ahead of the storms themselves.",153
444387,PERRY CO.,HAZARD,5/21/2013,1715,Thunderstorm Wind,60, ,0,0,0,0,KY,EST-5,EG,73467,C,193,JKL,0,0,Public, , , ,2,NW,2,NW,HAZARD,5/21/2013,1715,37.2705,-83.2257,37.2705,-83.2257,A three foot diameter beech tree was twisted and its top was ripped off. The top was deposited 180 yards away. This occurred near the intersection of Hwy's 15 and 80.,"During the late afternoon and evening hours on May 21, widespread strong to severe thunderstorms erupted across eastern Kentucky. The storms formed in a warm and moist air mass ahead of an approaching cold front that was moving out of the central and southern Plains. The storms produced damaging wind gusts along outflow boundaries that moved along the surface out ahead of the storms themselves.",154
444388,PERRY CO.,ARY,5/21/2013,1718,Thunderstorm Wind,50, ,0,0,0,0,KY,EST-5,EG,73467,C,193,JKL,0,0,Amateur Radio, , , ,0,N,0,N,ARY,5/21/2013,1718,37.38,-83.15,37.38,-83.15,A tree was blown down and across Hwy 476.,"During the late afternoon and evening hours on May 21, widespread strong to severe thunderstorms erupted across eastern Kentucky. The storms formed in a warm and moist air mass ahead of an approaching cold front that was moving out of the central and southern Plains. The storms produced damaging wind gusts along outflow boundaries that moved along the surface out ahead of the storms themselves.",155
444389,PERRY CO.,CORNETTSVILLE,5/21/2013,1718,Thunderstorm Wind,50, ,0,0,0,0,KY,EST-5,EG,73467,C,193,JKL,0,0,Amateur Radio, , , ,3,N,3,N,CORNETTSVILLE,5/21/2013,1718,37.1734,-83.08,37.1734,-83.08,"Trees were blown down, including one that fell on a house on Big Branch in the Fusonia/Kodak area.","During the late afternoon and evening hours on May 21, widespread strong to severe thunderstorms erupted across eastern Kentucky. The storms formed in a warm and moist air mass ahead of an approaching cold front that was moving out of the central and southern Plains. The storms produced damaging wind gusts along outflow boundaries that moved along the surface out ahead of the storms themselves.",156
444390,MORGAN CO.,ADELE,5/21/2013,1722,Thunderstorm Wind,50, ,0,0,0,0,KY,EST-5,EG,73467,C,175,JKL,0,0,911 Call Center, , , ,0,N,0,N,ADELE,5/21/2013,1722,37.77,-83.3,37.77,-83.3,Two trees were blown down near the intersection of Hwy's 119 and 134.,"During the late afternoon and evening hours on May 21, widespread strong to severe thunderstorms erupted across eastern Kentucky. The storms formed in a warm and moist air mass ahead of an approaching cold front that was moving out of the central and southern Plains. The storms produced damaging wind gusts along outflow boundaries that moved along the surface out ahead of the storms themselves.",157
444391,BREATHITT CO.,CAMP LEWIS,5/21/2013,1728,Thunderstorm Wind,50, ,0,0,0,0,KY,EST-5,EG,73467,C,25,JKL,0,0,NWS Employee, , , ,1,N,1,N,CAMP LEWIS,5/21/2013,1728,37.5945,-83.18,37.5945,-83.18,Large tree limbs were blown down.,"During the late afternoon and evening hours on May 21, widespread strong to severe thunderstorms erupted across eastern Kentucky. The storms formed in a warm and moist air mass ahead of an approaching cold front that was moving out of the central and southern Plains. The storms produced damaging wind gusts along outflow boundaries that moved along the surface out ahead of the storms themselves.",158
453520,MASON CO.,WASHINGTON,5/21/2013,1730,Thunderstorm Wind,50, ,0,0,2000,0,KY,EST-5,EG,75005,C,161,ILN,0,0,Emergency Manager, , , ,1,ENE,1,ENE,WASHINGTON,5/21/2013,1734,38.63,-83.78,38.63,-83.78,"Due to thunderstorm winds, a small out-building was blown down. Also, two trees were downed, one across Highway 8.",A line of thunderstorms developed and moved eastward across Kentucky during the afternoon and early evening. Some of these storms were capable of producing damaging winds.,159
444392,HARLAN CO.,LYNCH,5/21/2013,1730,Thunderstorm Wind,50, ,0,0,0,0,KY,EST-5,EG,73467,C,95,JKL,0,0,Department of Highways, , , ,0,N,0,N,LYNCH,5/21/2013,1730,36.97,-82.92,36.97,-82.92,Two trees were blown down on Hwy 160.,"During the late afternoon and evening hours on May 21, widespread strong to severe thunderstorms erupted across eastern Kentucky. The storms formed in a warm and moist air mass ahead of an approaching cold front that was moving out of the central and southern Plains. The storms produced damaging wind gusts along outflow boundaries that moved along the surface out ahead of the storms themselves.",160
444393,MAGOFFIN CO.,FORAKER,5/21/2013,1733,Thunderstorm Wind,50, ,0,0,0,0,KY,EST-5,EG,73467,C,153,JKL,0,0,NWS Employee, , , ,0,N,0,N,FORAKER,5/21/2013,1733,37.67,-83.13,37.67,-83.13,A tree was blown down.,"During the late afternoon and evening hours on May 21, widespread strong to severe thunderstorms erupted across eastern Kentucky. The storms formed in a warm and moist air mass ahead of an approaching cold front that was moving out of the central and southern Plains. The storms produced damaging wind gusts along outflow boundaries that moved along the surface out ahead of the storms themselves.",161
444394,FLOYD CO.,BRAINARD,5/21/2013,1746,Thunderstorm Wind,50, ,0,0,0,0,KY,EST-5,EG,73467,C,71,JKL,0,0,NWS Employee, , , ,1,SE,1,SE,BRAINARD,5/21/2013,1746,37.6598,-82.8871,37.6598,-82.8871,Two trees were blown down between mile markers 2 and 4 along KY Hwy 114.,"During the late afternoon and evening hours on May 21, widespread strong to severe thunderstorms erupted across eastern Kentucky. The storms formed in a warm and moist air mass ahead of an approaching cold front that was moving out of the central and southern Plains. The storms produced damaging wind gusts along outflow boundaries that moved along the surface out ahead of the storms themselves.",162
444395,ELLIOTT CO.,LITTLE SANDY,5/21/2013,1755,Thunderstorm Wind,50, ,0,0,0,0,KY,EST-5,EG,73467,C,63,JKL,0,0,Department of Highways, , , ,1,NW,1,NW,LITTLE SANDY,5/21/2013,1755,38.0802,-83.193,38.0802,-83.193,A tree was blown down on Hwy 173.,"During the late afternoon and evening hours on May 21, widespread strong to severe thunderstorms erupted across eastern Kentucky. The storms formed in a warm and moist air mass ahead of an approaching cold front that was moving out of the central and southern Plains. The storms produced damaging wind gusts along outflow boundaries that moved along the surface out ahead of the storms themselves.",163
444396,JOHNSON CO.,HAGERHILL,5/21/2013,1800,Thunderstorm Wind,55, ,0,0,0,0,KY,EST-5,EG,73467,C,115,JKL,0,0,911 Call Center, , , ,0,N,0,N,HAGERHILL,5/21/2013,1800,37.78,-82.8,37.78,-82.8,Multiple trees were blown down in the Hagerhill and Van Lear communities.,"During the late afternoon and evening hours on May 21, widespread strong to severe thunderstorms erupted across eastern Kentucky. The storms formed in a warm and moist air mass ahead of an approaching cold front that was moving out of the central and southern Plains. The storms produced damaging wind gusts along outflow boundaries that moved along the surface out ahead of the storms themselves.",164
447451,CRITTENDEN CO.,MARION,5/21/2013,1809,Thunderstorm Wind,52, ,0,0,2000,0,KY,CST-6,EG,73955,C,55,PAH,0,0,Law Enforcement, , , ,0,N,0,N,MARION,5/21/2013,1809,37.33,-88.08,37.33,-88.08,Law enforcement officials reported a tree blown down with an estimated wind gust near 60 mph.,"A bowing line of thunderstorms moved rapidly east across western Kentucky, producing strong winds and isolated wind damage. The storms occurred in a moist southwest wind flow ahead of a cold front over Missouri.",165
444397,PIKE CO.,META,5/21/2013,1814,Thunderstorm Wind,50, ,0,0,0,0,KY,EST-5,EG,73467,C,195,JKL,0,0,Emergency Manager, , , ,1,W,1,W,META,5/21/2013,1814,37.57,-82.4483,37.57,-82.4483,A tree was blown down and across Runyon Rd.,"During the late afternoon and evening hours on May 21, widespread strong to severe thunderstorms erupted across eastern Kentucky. The storms formed in a warm and moist air mass ahead of an approaching cold front that was moving out of the central and southern Plains. The storms produced damaging wind gusts along outflow boundaries that moved along the surface out ahead of the storms themselves.",166
444398,PIKE CO.,SIDNEY,5/21/2013,1814,Thunderstorm Wind,50, ,0,0,0,0,KY,EST-5,EG,73467,C,195,JKL,0,0,Emergency Manager, , , ,3,NW,3,NW,SIDNEY,5/21/2013,1814,37.6507,-82.4088,37.6507,-82.4088,A tree was blown down on Rockhouse Fork.,"During the late afternoon and evening hours on May 21, widespread strong to severe thunderstorms erupted across eastern Kentucky. The storms formed in a warm and moist air mass ahead of an approaching cold front that was moving out of the central and southern Plains. The storms produced damaging wind gusts along outflow boundaries that moved along the surface out ahead of the storms themselves.",167
444399,MARTIN CO.,INEZ,5/21/2013,1820,Thunderstorm Wind,50, ,0,0,0,0,KY,EST-5,EG,73467,C,159,JKL,0,0,911 Call Center, , , ,0,N,0,N,INEZ,5/21/2013,1820,37.87,-82.53,37.87,-82.53,A tree and a power line were blown down on Turkey Creek.,"During the late afternoon and evening hours on May 21, widespread strong to severe thunderstorms erupted across eastern Kentucky. The storms formed in a warm and moist air mass ahead of an approaching cold front that was moving out of the central and southern Plains. The storms produced damaging wind gusts along outflow boundaries that moved along the surface out ahead of the storms themselves.",168
444400,MARTIN CO.,LOVELY,5/21/2013,1826,Thunderstorm Wind,50, ,0,0,0,0,KY,EST-5,EG,73467,C,159,JKL,0,0,911 Call Center, , , ,0,N,0,N,LOVELY,5/21/2013,1826,37.83,-82.4,37.83,-82.4,Trees were blown down on Riverfront Rd.,"During the late afternoon and evening hours on May 21, widespread strong to severe thunderstorms erupted across eastern Kentucky. The storms formed in a warm and moist air mass ahead of an approaching cold front that was moving out of the central and southern Plains. The storms produced damaging wind gusts along outflow boundaries that moved along the surface out ahead of the storms themselves.",169
444401,PIKE CO.,BELFRY,5/21/2013,1826,Thunderstorm Wind,50, ,0,0,0,0,KY,EST-5,EG,73467,C,195,JKL,0,0,Emergency Manager, , , ,0,N,0,N,BELFRY,5/21/2013,1826,37.62,-82.27,37.62,-82.27,A tree was blown down and was blocking Hwy 319.,"During the late afternoon and evening hours on May 21, widespread strong to severe thunderstorms erupted across eastern Kentucky. The storms formed in a warm and moist air mass ahead of an approaching cold front that was moving out of the central and southern Plains. The storms produced damaging wind gusts along outflow boundaries that moved along the surface out ahead of the storms themselves.",170
444402,MARTIN CO.,WARFIELD,5/21/2013,1828,Thunderstorm Wind,50, ,0,0,0,0,KY,EST-5,EG,73467,C,159,JKL,0,0,911 Call Center, , , ,0,N,0,N,WARFIELD,5/21/2013,1828,37.85,-82.42,37.85,-82.42,Trees were blown down on Hwy 292.,"During the late afternoon and evening hours on May 21, widespread strong to severe thunderstorms erupted across eastern Kentucky. The storms formed in a warm and moist air mass ahead of an approaching cold front that was moving out of the central and southern Plains. The storms produced damaging wind gusts along outflow boundaries that moved along the surface out ahead of the storms themselves.",171
441172,LAWRENCE CO.,PATRICK,5/21/2013,1830,Thunderstorm Wind,50, ,0,0,1000,0,KY,EST-5,EG,73042,C,127,RLX,0,0,911 Call Center, , , ,1,SE,0,N,GALLUP,5/21/2013,1840,37.9231,-82.644,38.02,-82.62,A few trees fell along Routes 1690 and 2037.,"A long lived convective complex originated on the 20th across the southern Plains.  The complex moved across Tennessee and Kentucky during the day on the 21st, reaching northeast Kentucky by early evening.||Wind gusts of 30 to 50 mph were common on the leading edge of the convection.  A few spots received stronger wind gusts with tree damage.",172
441409,BARREN CO.,GLASGOW MUNI ARPT,5/22/2013,1357,Thunderstorm Wind,52, ,0,0,0,0,KY,CST-6,EG,73089,C,9,LMK,0,0,Law Enforcement, , , ,1,SSW,1,SSW,GLASGOW MUNI ARPT,5/22/2013,1357,37.0136,-85.9598,37.0136,-85.9598,Local law enforcement reported that a few trees were downed northwest of Glasgow on New Bowling Green Road.,A pre-frontal trough moved across the Lower Ohio Valley on May 22nd. Several broken lines of convection brought gusty showers to central and eastern Kentucky during the afternoon hours.  One storm became severe across Barren County.,173
449043,DAVIESS CO.,OWENSBORO,5/30/2013,1716,Thunderstorm Wind,52, ,0,0,3000,0,KY,CST-6,EG,74244,C,59,PAH,0,0,Trained Spotter, , , ,0,S,0,S,OWENSBORO,5/30/2013,1716,37.77,-87.12,37.77,-87.12,Large tree branches were blown down. A wind gust to 53 mph was measured at the Owensboro airport.,Clusters of thunderstorms moved north across western Kentucky. The storms occurred in a southwesterly flow of moist and moderately unstable air. The storms were enhanced by a 500 mb shortwave extending from the Ozarks to the Lower Mississippi Valley. A few of the storms produced large hail and strong winds.,174
450032,MCCRACKEN CO.,MELBER,5/30/2013,1835,Thunderstorm Wind,52, ,0,0,2000,0,KY,CST-6,EG,74244,C,145,PAH,0,0,Public, , , ,0,N,0,N,MELBER,5/30/2013,1835,36.95,-88.73,36.95,-88.73,Tree limbs and a whole tree were blown down by winds estimated near 60 mph.,Clusters of thunderstorms moved north across western Kentucky. The storms occurred in a southwesterly flow of moist and moderately unstable air. The storms were enhanced by a 500 mb shortwave extending from the Ozarks to the Lower Mississippi Valley. A few of the storms produced large hail and strong winds.,175
449046,MCCRACKEN CO.,MASSAC,5/30/2013,1840,Thunderstorm Wind,61, ,0,0,80000,0,KY,CST-6,EG,74244,C,145,PAH,0,0,NWS Storm Survey, , , ,2,W,1,NW,CECIL,5/30/2013,1847,37.0241,-88.7144,37.11,-88.6823,"A microburst with winds near 70 mph began near Lone Oak and extended northward to the western edge of Paducah, ending at exit 3 on Interstate 24. The most significant tree damage occurred in the vicinity of U.S. Highway 62, where dozens of trees were uprooted or snapped. Other large trees were uprooted between U.S. 60 and U.S. 62 near the western city limits of Paducah. Near the end of the damage path, a billboard was blown down at exit 3 on Interstate 24. Also at exit 3, the canopy of a former gas station was extensively damaged. The damage path width averaged 500 yards, but was up to 1000 yards wide near U.S. 62.",Clusters of thunderstorms moved north across western Kentucky. The storms occurred in a southwesterly flow of moist and moderately unstable air. The storms were enhanced by a 500 mb shortwave extending from the Ozarks to the Lower Mississippi Valley. A few of the storms produced large hail and strong winds.,176
449044,FULTON CO.,FULTON,5/30/2013,1915,Thunderstorm Wind,52, ,0,0,20000,0,KY,CST-6,EG,74244,C,75,PAH,0,0,Law Enforcement, , , ,0,S,0,S,FULTON,5/30/2013,1915,36.52,-88.87,36.52,-88.87,Trees and power lines were blown down.,Clusters of thunderstorms moved north across western Kentucky. The storms occurred in a southwesterly flow of moist and moderately unstable air. The storms were enhanced by a 500 mb shortwave extending from the Ozarks to the Lower Mississippi Valley. A few of the storms produced large hail and strong winds.,177
449045,CALLOWAY CO.,LYNN GROVE,5/30/2013,1930,Thunderstorm Wind,52, ,0,0,18000,0,KY,CST-6,EG,74244,C,35,PAH,2,0,Trained Spotter, , , ,2,WSW,1,SW,MURRAY,5/30/2013,1934,36.5884,-88.4672,36.6078,-88.3411,"A tree was on a power line west of U.S. Highway 641. Another tree was blown down across Kentucky 94 west of Murray, causing an accident with injuries. A few other trees were blown across roadways.",Clusters of thunderstorms moved north across western Kentucky. The storms occurred in a southwesterly flow of moist and moderately unstable air. The storms were enhanced by a 500 mb shortwave extending from the Ozarks to the Lower Mississippi Valley. A few of the storms produced large hail and strong winds.,178
457999,WEBSTER CO.,POOLE,6/1/2013,205,Thunderstorm Wind,52, ,0,0,10000,0,KY,CST-6,EG,74604,C,233,PAH,0,0,Emergency Manager, , , ,0,N,0,N,DIXON,6/1/2013,205,37.63,-87.65,37.52,-87.7,Trees and power lines were down in the Dixon and Poole areas.  Highway 41A was down to one lane 1.5 miles south of Poole due to a power line down.,A mesoscale convective system that originated over the Missouri Ozarks maintained strength as it moved through the middle Mississippi Valley during the overnight hours. The system slowed down and then stalled as it crossed the Lower Ohio Valley very early in the morning. The stalled thunderstorm complex produced major flash flooding across parts of western Kentucky.,179
451190,WEBSTER CO.,ONTON,6/1/2013,215,Thunderstorm Wind,61, ,0,0,40000,0,KY,CST-6,EG,74604,C,233,PAH,0,0,Emergency Manager, , , ,0,NW,0,NW,ONTON,6/1/2013,215,37.55,-87.43,37.55,-87.43,"A roof was blown off a home, and there was other damage to the structure. Several trees and power lines were blown down in the same area.",A mesoscale convective system that originated over the Missouri Ozarks maintained strength as it moved through the middle Mississippi Valley during the overnight hours. The system slowed down and then stalled as it crossed the Lower Ohio Valley very early in the morning. The stalled thunderstorm complex produced major flash flooding across parts of western Kentucky.,180
445628,JESSAMINE CO.,DIXON TOWN,6/1/2013,1735,Thunderstorm Wind,52, ,0,0,0,0,KY,EST-5,EG,73658,C,113,LMK,0,0,Broadcast Media, , , ,1,E,1,E,DIXON TOWN,6/1/2013,1735,37.93,-84.64,37.93,-84.64,"The Lexington media reported that several trees and power lines were downed near Keene, in Jessamine County.","Isolated severe thunderstorms developed across the Bluegrass Region during the late afternoon and evening on the first of June. Two storms produced marginally severe hail and damaging winds across Scott, Fayette, and Jessamine Counties.",181
445629,FAYETTE CO.,CADENTOWN,6/1/2013,1752,Thunderstorm Wind,52, ,0,0,5000,0,KY,EST-5,EG,73658,C,67,LMK,0,0,Public, , , ,2,WNW,2,WNW,CADENTOWN,6/1/2013,1752,38.03,-84.45,38.03,-84.45,The public reported a large tree limb fell and damaged a car at the intersection of Liberty Road and Fortune Drive.,"Isolated severe thunderstorms developed across the Bluegrass Region during the late afternoon and evening on the first of June. Two storms produced marginally severe hail and damaging winds across Scott, Fayette, and Jessamine Counties.",182
457441,LEE CO.,BEATTYVILLE,6/9/2013,1450,Thunderstorm Wind,52, ,0,0,0,0,KY,EST-5,EG,75790,C,129,JKL,0,0,Trained Spotter, , , ,3,S,3,S,BEATTYVILLE,6/9/2013,1450,37.5366,-83.72,37.5366,-83.72,Winds gust estimated at 60 mph blew down two trees. One tree temporarily blocked Short Ridge Road.,"A large slow moving area of low pressure located over the northern plains and a large subtropical ridge of high pressure situated off the southeastern U.S. produced a steady flow of warm moist air off the Gulf of Mexico and convergence over central and eastern Kentucky on June 9th. As a result, scattered strong to severe thunderstorms formed and moved from south to north across eastern Kentucky during the afternoon and evening.  One storm in particular produced sporadic wind damage and large hail in a track from near Beattyville in Lee County, then across Wolfe, Magoffin and Johnson Counties.  Significant straight-line wind damage occurred from this storm in the Wheelersburg community of Magoffin County.  The storm then went on to produce a short-lived tornado on the Johnson/Lawrence County line.",183
457442,MORGAN CO.,PAYTON,6/9/2013,1514,Thunderstorm Wind,55, ,0,0,0,0,KY,EST-5,EG,75790,C,175,JKL,0,0,Trained Spotter, , , ,3,SSW,3,SSW,PAYTON,6/9/2013,1514,37.7599,-83.321,37.7599,-83.321,Several trees were blown down along the Mountain Parkway between mile markers 58 and 61.,"A large slow moving area of low pressure located over the northern plains and a large subtropical ridge of high pressure situated off the southeastern U.S. produced a steady flow of warm moist air off the Gulf of Mexico and convergence over central and eastern Kentucky on June 9th. As a result, scattered strong to severe thunderstorms formed and moved from south to north across eastern Kentucky during the afternoon and evening.  One storm in particular produced sporadic wind damage and large hail in a track from near Beattyville in Lee County, then across Wolfe, Magoffin and Johnson Counties.  Significant straight-line wind damage occurred from this storm in the Wheelersburg community of Magoffin County.  The storm then went on to produce a short-lived tornado on the Johnson/Lawrence County line.",184
458064,WOLFE CO.,HELECHAWA,6/9/2013,1515,Thunderstorm Wind,61, ,0,0,5000,0,KY,EST-5,EG,75790,C,237,JKL,0,0,NWS Storm Survey, , , ,1,SSE,1,SSE,HELECHAWA,6/9/2013,1515,37.7526,-83.3179,37.7526,-83.3179,Numerous trees downed and two barn roofs heavily damaged by straight-line winds along the Mountain Parkway.,"A large slow moving area of low pressure located over the northern plains and a large subtropical ridge of high pressure situated off the southeastern U.S. produced a steady flow of warm moist air off the Gulf of Mexico and convergence over central and eastern Kentucky on June 9th. As a result, scattered strong to severe thunderstorms formed and moved from south to north across eastern Kentucky during the afternoon and evening.  One storm in particular produced sporadic wind damage and large hail in a track from near Beattyville in Lee County, then across Wolfe, Magoffin and Johnson Counties.  Significant straight-line wind damage occurred from this storm in the Wheelersburg community of Magoffin County.  The storm then went on to produce a short-lived tornado on the Johnson/Lawrence County line.",185
457444,MORGAN CO.,STACY FORK,6/9/2013,1520,Thunderstorm Wind,55, ,0,0,0,0,KY,EST-5,EG,75790,C,175,JKL,0,0,Trained Spotter, , , ,0,N,0,N,STACY FORK,6/9/2013,1520,37.83,-83.25,37.83,-83.25,Three trees were blown down by wind gusts estimated at 60+ mph.,"A large slow moving area of low pressure located over the northern plains and a large subtropical ridge of high pressure situated off the southeastern U.S. produced a steady flow of warm moist air off the Gulf of Mexico and convergence over central and eastern Kentucky on June 9th. As a result, scattered strong to severe thunderstorms formed and moved from south to north across eastern Kentucky during the afternoon and evening.  One storm in particular produced sporadic wind damage and large hail in a track from near Beattyville in Lee County, then across Wolfe, Magoffin and Johnson Counties.  Significant straight-line wind damage occurred from this storm in the Wheelersburg community of Magoffin County.  The storm then went on to produce a short-lived tornado on the Johnson/Lawrence County line.",186
